PDB_ID,TITLE,RESOLUTION,R_FACTOR,R_FACTOR_W,HELIX,STRAND,n_SEQSTR,n_SEQRES,n_SEQAF,n_SEQDIFF,pLDDT_global,uniprot.id,csm.af.id,csm.rcsb.id
6WES,Crystal structure of the effector SnTox3 from Parastagonospora nodorum,1.36,0.1748,0.1735,2,56,158,158,230,72,94.19,C5IAW5,AF-C5IAW5-F1-model_v4,AF_AFC5IAW5F1
6WFI,Methylmalonyl-CoA epimerase in complex with 2-nitronate-propionyl-CoA,1.37,0.1486,0.1474,25,40,144,146,146,2,96.28,Q9L2C2,AF-Q9L2C2-F1-model_v4,AF_AFQ9L2C2F1
6X1N,Crystal Structure of Choanoflagellate (Monosiga brevicollis) Dlg1 PDZ3 (mbDLG-3),1.4,0.1581,0.1576,19,30,105,105,664,559,73.98,A9UT73,AF-A9UT73-F1-model_v4,AF_AFA9UT73F1
6X1X,PDZ domain from choanoflagellate GIPC (mbGIPC),1.198,0.1678,0.1666,11,32,93,96,295,202,93.27,A9VCZ3,AF-A9VCZ3-F1-model_v4,AF_AFA9VCZ3F1
6X7N,LnmK in complex with 2-nitronate-propionyl-amino(dethia)-CoA,1.42,0.1938,0.1922,23,36,302,319,319,17,98.43,Q8GGP1,AF-Q8GGP1-F1-model_v4,AF_AFQ8GGP1F1
6Y4E,X-ray structure of the Zn-dependent receptor-binding domain of Proteus mirabilis MR/P fimbrial adhesin MrpH,1.02,0.1081,0.1071,8,43,133,136,275,142,92.4,B4EUK6,AF-B4EUK6-F1-model_v4,AF_AFB4EUK6F1
6Y56,"MenT4, nucleotidyltransferase toxin Rv2826c from Mycobacterium tuberculosis H37Rv",1.23,0.1845,0.184,50,15,292,293,294,2,94.67,P71626,AF-P71626-F1-model_v4,AF_AFP71626F1
6ZC1,Crystal structure of RahU protein from Pseudomonas aeruginosa,1.27,0.1595,0.1591,3,55,137,141,136,1,94.81,Q9I710,AF-Q9I710-F1-model_v4,AF_AFQ9I710F1
6ZSY,Crystal structure of the Grindelwald extracellular domain complex,0.926,NA,0.1296,33,17,48,52,241,193,87.09,Q9VJ83,AF-Q9VJ83-F1-model_v4,AF_AFQ9VJ83F1
7A73,Crystal structure of the two-domain cyclophilinA from Anabaena sp.,1.14,0.1801,0.1791,35,19,334,375,368,34,94.01,Q8YM80,AF-Q8YM80-F1-model_v4,AF_AFQ8YM80F1
7B3A,Crystal structure of PamZ,1.34,0.1479,0.1467,39,30,276,280,275,1,96.32,A0A2L1TND5,AF-A0A2L1TND5-F1-model_v4,AF_AFA0A2L1TND5F1
7BKF,"Crystal structure of WT BA3943, a CE4 family pseudoenzyme from Bacillus Anthracis",1.139,0.1682,0.1673,44,18,281,282,299,18,97.63,A0A6L7H2K2,AF-A0A6L7H2K2-F1-model_v4,AF_AFA0A6L7H2K2F1
7BLG,Structure of CBM BT3015C from Bacteroides thetaiotaomicron in complex with galactose,1.18,0.1582,0.1574,3,50,142,162,968,826,94.9,Q8A3D9,AF-Q8A3D9-F1-model_v4,AF_AFQ8A3D9F1
7BQI,Crystal structure of FYCO1 RUN domain,1.3,0.2129,0.2114,61,3,174,183,1478,1304,87.8,Q9BQS8,AF-Q9BQS8-F1-model_v4,AF_AFQ9BQS8F1
7C6C,Crystal structure of native chitosanase from Bacillus subtilis MY002,1.258,0.1506,0.1497,57,7,241,242,277,36,96.35,O07921,AF-O07921-F1-model_v4,AF_AFO07921F1
7CLX,Crystal structure of the DOCK8 DHR-1 domain,1.5,0.1764,0.1753,9,42,180,192,2100,1920,89.03,Q8C147,AF-Q8C147-F1-model_v4,AF_AFQ8C147F1
7D18,Crystal structure of Acidobacteriales bacterium glutaminyl cyclase,1.332,0.1151,0.1141,40,22,293,293,308,15,96.23,A0A1Q3QTC5,AF-A0A1Q3QTC5-F1-model_v4,AF_AFA0A1Q3QTC5F1
7D8F,The crystal structure of ScNTM1 in complex with SAH,1.15,0.123,0.1221,38,24,234,234,232,2,97.4,P38340,AF-P38340-F1-model_v4,AF_AFP38340F1
7D8G,The crystal structure of nucleotide phosphatase Sa1684 from Staphylococcus aureus,1.5,0.1664,0.1654,27,43,174,180,180,6,96.82,Q7A4T2,AF-Q7A4T2-F1-model_v4,AF_AFQ7A4T2F1
7DRY,Crystal structure of Aspergillus oryzae Rib2 deaminase,1.44,0.1728,0.1715,35,23,186,230,222,36,92.72,Q2UFA9,AF-Q2UFA9-F1-model_v4,AF_AFQ2UFA9F1
7ECQ,Crystal structure of FAM3A,1.381,0.1636,0.1632,13,32,175,175,230,55,96.91,Q9D8T0,AF-Q9D8T0-F1-model_v4,AF_AFQ9D8T0F1
7ESR,Crystal structure of Synechocystis sp PCC6803 guanidinium hydrolase (R32),1.42,0.1322,0.1317,42,15,378,392,390,12,97.05,P73270,AF-P73270-F1-model_v4,AF_AFP73270F1
7ET5,Crystal structure of Arabidopsis TEM1 AP2 domain,1.052,0.1641,0.1635,44,18,99,122,361,262,87.39,Q9C6M5,AF-Q9C6M5-F1-model_v4,AF_AFQ9C6M5F1
7EYJ,Crystal structure of Escherichia coli ppnP,1.38,0.1534,0.1522,0,63,95,95,94,1,97.61,P0C037,AF-P0C037-F1-model_v4,AF_AFP0C037F1
7JJA,Crystal structure of the ZinT-like domain of Streptococcus pneumoniae AdcA in the apo form,1.01,0.1295,0.1293,30,32,180,181,501,321,97.23,Q8CWN2,AF-Q8CWN2-F1-model_v4,AF_AFQ8CWN2F1
7KIH,Crystal structure of the mouse lipin-1 M-Lip domain,1.467,0.1837,0.1821,48,14,88,91,924,836,86.24,Q91ZP3,AF-Q91ZP3-F1-model_v4,AF_AFQ91ZP3F1
7LC5,Crystal structure of epoxyqueuosine reductase QueH from Thermotoga maritima,1.5,0.1963,0.1955,56,11,178,192,192,14,97.81,Q9WZJ0,AF-Q9WZJ0-F1-model_v4,AF_AFQ9WZJ0F1
7MPD,Structure of SsoPTP bound to 2-chloroethylsulfonate,1.05,0.1255,0.1252,54,12,160,161,161,1,97.84,Q97VZ7,AF-Q97VZ7-F1-model_v4,AF_AFQ97VZ7F1
7MS0,Crystal structure of native Cg10062,1.37,NA,0.1711,41,32,119,163,149,30,95.27,A0A0S2T163,AF-A0A0S2T163-F1-model_v4,AF_AFA0A0S2T163F1
7N7H,X-ray crystal structure of Viperin-like enzyme from Nematostella vectensis,1.42,0.1526,0.1516,36,18,289,293,292,3,96.62,A7RNF3,AF-A7RNF3-F1-model_v4,AF_AFA7RNF3F1
7N9I,1.4A Structure of Drosophila melanogaster Frataxin,1.4,0.1627,0.1617,31,32,125,190,190,65,95.71,Q9W385,AF-Q9W385-F1-model_v4,AF_AFQ9W385F1
7NB9,E. coli NfsA with nitrofurantoin,1.09,0.1054,0.1043,48,12,240,240,240,0,97.13,P17117,AF-P17117-F1-model_v4,AF_AFP17117F1
7NG2,Crystal structure of Toxoplasma CPSF4-YTH domain in apo form,1.23,0.1781,0.1767,30,28,157,166,640,483,91.64,S8F6K2,AF-S8F6K2-F1-model_v4,AF_AFS8F6K2F1
7NTO,The structure of RRM domain of human TRMT2A at 1.23 A resolution,1.23,0.1292,0.1271,27,29,78,81,625,547,83.13,Q8IZ69,AF-Q8IZ69-F1-model_v4,AF_AFQ8IZ69F1
7O1R,Unspecific peroxygenase from Hypoxylon sp. EC38 in complex with imidazole,1.3,0.1404,0.1398,48,6,227,261,261,34,94.17,A0A1Y2TH07,AF-A0A1Y2TH07-F1-model_v4,AF_AFA0A1Y2TH07F1
7O5I,Crystal structure of apo-SwHKA (Hydroxy ketone aldolase) from Sphingomonas wittichii RW1,1.35,0.1335,0.1322,49,16,253,253,251,2,96.66,A5VH82,AF-A5VH82-F1-model_v4,AF_AFA5VH82F1
7O89,sulerythrin without metals (apo-state),1.16,0.12459,0.12399,82,0,141,144,144,3,97.83,F9VPE5,AF-F9VPE5-F1-model_v4,AF_AFF9VPE5F1
7OC9,Structure of Bdellovibrio bacteriovorus Bd0675,1.5,0.1982,0.1974,10,56,133,134,202,69,88.16,Q6MQ12,AF-Q6MQ12-F1-model_v4,AF_AFQ6MQ12F1
7OG8,Wild-type Hfq protein from Neisseria meningitidis,1.4,0.2477,0.246,21,44,68,68,97,29,95.97,A1KT11,AF-A1KT11-F1-model_v4,AF_AFA1KT11F1
7OVU,Crystal structure of Arabidopsis thaliana NAT9 in complex with AcCoA,1.45,0.1502,0.1486,39,29,196,218,218,22,96.58,Q8S8E7,AF-Q8S8E7-F1-model_v4,AF_AFQ8S8E7F1
7P0J,Crystal structure of S.pombe Mdb1 BRCT domains,1.48,0.1715,0.1703,42,14,195,199,624,429,96.81,O14079,AF-O14079-F1-model_v4,AF_AFO14079F1
7PQ8,Crystal structure of Campylobacter jejuni DsbA1,1.329,NA,0.1759,55,12,191,202,213,22,94.29,A0A1J6PBD5,AF-A0A1J6PBD5-F1-model_v4,AF_AFA0A1J6PBD5F1
7PRJ,Factor XII Fibronectin type II (FXII FnII) domain,1.2,0.1944,0.1922,7,33,55,71,615,560,81.99,P00748,AF-P00748-F1-model_v4,AF_AFP00748F1
7QBP,Crystal structure of R2-like ligand-binding oxidase from Saccharopolyspora Erythraea,1.38,0.1522,0.1515,77,0,291,330,317,26,96.38,A4F7B2,AF-A4F7B2-F1-model_v4,AF_AFA4F7B2F1
7QQI,Sucrose phosphorylase from Faecalibaculum rodentium,1.36,NA,0.1495,39,19,481,491,483,2,94.99,A0A140DYJ4,AF-A0A140DYJ4-F1-model_v4,AF_AFA0A140DYJ4F1
7QU5,X-ray structure of FAD domain of NqrF of Pseudomonas aeruginosa,1.25,0.1452,0.1436,31,30,280,280,407,127,96,Q02PF8,AF-Q02PF8-F1-model_v4,AF_AFQ02PF8F1
7SF6,Crystal Structure of Siderophore Binding Protein FatB from Desulfitobacterium hafniense,1.46,0.1382,0.137,41,17,294,314,337,43,93.34,Q24WN9,AF-Q24WN9-F1-model_v4,AF_AFQ24WN9F1
7SYB,Crystal Structure of sulfurtransferase (DsrC family protein) from Acinetobacter baumannii,1.45,0.1416,0.1387,56,2,103,111,103,0,85.08,V5VCI8,AF-V5VCI8-F1-model_v4,AF_AFV5VCI8F1
7TBR,Crystal structure of the TPM domain from the Rhodothermus marinus protein Rhom172_1776,1.1,0.19216,0.1907,46,18,142,145,270,128,93.53,G2SGJ4,AF-G2SGJ4-F1-model_v4,AF_AFG2SGJ4F1
7TJB,Structure of Neisseria gonorrhoeae peptidoglycan O-acetyltransferase B (PatB),1.30003477218,0.167431382176,0.166287530393,38,22,222,227,327,105,94.7,Q5F966,AF-Q5F966-F1-model_v4,AF_AFQ5F966F1
7URP,Second cohesin module from Sca5 of Ruminococcus bromii,1.03,0.1436,0.1425,4,61,159,160,436,277,93.88,A0A2N0UYJ0,AF-A0A2N0UYJ0-F1-model_v4,AF_AFA0A2N0UYJ0F1
7WVR,Crystal structure of Talaromyces leycettanus JCM12802 expansin,1.41,0.1622,0.1614,7,44,199,199,370,171,97.66,A0A3G6JEW6,AF-A0A3G6JEW6-F1-model_v4,AF_AFA0A3G6JEW6F1
7YHR,Anti-CRISPR protein AcrIC5,1.45,0.2115,0.2103,54,14,59,60,60,1,89.64,A0A239N0M2,AF-A0A239N0M2-F1-model_v4,AF_AFA0A239N0M2F1
8AXJ,Crystal structure of the N-terminal domain of Trypanosoma brucei CFAP410,1,0.1512,0.1508,33,12,161,162,291,130,90.57,Q38DI2,AF-Q38DI2-F1-model_v4,AF_AFQ38DI2F1
8BJE,A structure of the truncated LpMIP with bound inhibitor JK236.,1.49,0.1993,0.1975,23,32,133,133,233,100,97.32,Q5ZXE0,AF-Q5ZXE0-F1-model_v4,AF_AFQ5ZXE0F1
8BK4,Full length structure of the apo-state LpMIP.,1.34,NA,0.1968,36,26,163,163,196,33,96.99,Q09734,AF-Q09734-F1-model_v4,AF_AFQ09734F1
8CAW,PBP AccA from A. tumefaciens Bo542 in complex with agrocin84,1.256,0.1703,0.1691,31,23,491,491,521,30,96.86,A5WYD2,AF-A5WYD2-F1-model_v4,AF_AFA5WYD2F1
8CBA,"Crystal structure of N-terminal domain of TraF, protein of a type IV secretion system from E.faecalis (pIP501)",1.25,0.1767,0.1758,43,23,195,214,450,255,86.06,Q79A46,AF-Q79A46-F1-model_v4,AF_AFQ79A46F1
8CM1,Lol B - Localization of lipoprotein B from Vibrio cholera,1.46,0.1673,0.1658,15,54,179,212,205,26,95.21,P57070,AF-P57070-F1-model_v4,AF_AFP57070F1
8CMP,DNA-binding bacterial histone protein HBB from Bdellovibrio bacteriovorus,1.06,0.14374,0.14242,67,0,58,66,64,6,95.38,A0A150WQJ8,AF-A0A150WQJ8-F1-model_v4,AF_AFA0A150WQJ8F1
8CR3,Crystal structure of recombinant LasB from Pseudomonas aeruginosa PAO1,1.12,0.1622,0.1618,40,16,298,514,498,200,94.99,P14756,AF-P14756-F1-model_v4,AF_AFP14756F1
8DAJ,Structure and Biochemistry of a Promiscuous Thermophilic Polyhydroxybutyrate Depolymerase from Lihuaxuella thermophilia,1.2,0.1637,0.1633,33,25,302,302,333,31,98.08,A0A1H8IKU3,AF-A0A1H8IKU3-F1-model_v4,AF_AFA0A1H8IKU3F1
8DEZ,Abp2D Receptor Binding Domain ACICU,1.29,0.2022,0.202,4,46,173,173,338,165,95.14,A0A7U3Y091,AF-A0A7U3Y091-F1-model_v4,AF_AFA0A7U3Y091F1
8E18,Crystal structure of apo TnmK1,1.14,0.1336,0.1326,47,16,465,484,484,19,94.77,A0A125SA14,AF-A0A125SA14-F1-model_v4,AF_AFA0A125SA14F1
8EVK,Crystal structure of Helicobacter pylori dihydroneopterin aldolase (DHNA),1.49,0.199,0.1974,30,36,115,120,117,2,94.74,B5Z9C8,AF-B5Z9C8-F1-model_v4,AF_AFB5Z9C8F1
8EY3,Contact-dependent growth inhibition (CDI) immunity protein from E. coli O32:H37,1,0.103,0.1027,25,12,60,65,61,1,94.53,A0A1Y2XHL0,AF-A0A1Y2XHL0-F1-model_v4,AF_AFA0A1Y2XHL0F1
8FNS,X-ray crystal structure of Methylorubrum extorquens AM1 lanmodulin (LanM) with neodymium (III) bound at pH 7,1.01,0.1456,0.1453,53,8,105,105,133,28,90.42,C5B164,AF-C5B164-F1-model_v4,AF_AFC5B164F1
8G0N,"FphI, Staphylococcus aureus fluorophosphonate-binding serine hydrolases I, apo form",1.14,0.1324,0.1318,51,15,242,247,244,2,96.07,Q2G0V7,AF-Q2G0V7-F1-model_v4,AF_AFQ2G0V7F1
8G53,Crystal structure of a bacterial TPAT family transporter,1.03,NA,0.1651,76,0,184,218,218,34,94.95,A0A0C1ZR44,AF-A0A0C1ZR44-F1-model_v4,AF_AFA0A0C1ZR44F1
8GYN,zebrafish TIPE1 strucutre in complex with PE,1.38,0.1488,0.1462,79,0,160,160,186,26,96.18,Q7SZE8,AF-Q7SZE8-F1-model_v4,AF_AFQ7SZE8F1
8I12,InuAMN8,1.36,0.1248,0.1243,2,52,489,523,505,16,96.98,A0A0F6MV26,AF-A0A0F6MV26-F1-model_v4,AF_AFA0A0F6MV26F1
8II8,X-ray crystal structure of pink-colored protein from Pleurotus salmoneostramineus in complex with natural chromophore,1.25,NA,0.1311,77,2,225,226,226,1,50.6,A0A2Z5U5S2,AF-A0A2Z5U5S2-F1-model_v4,AF_AFA0A2Z5U5S2F1
8IN3,Eisenia hydrolysis-enhancing protein from Aplysia kurodai,1.15,0.1823,0.182,14,37,207,229,229,22,78.83,A0A1B4XTR1,AF-A0A1B4XTR1-F1-model_v4,AF_AFA0A1B4XTR1F1
8JN0,N/F domain of alkaline amylase Amy703,1.22826373091,0.202181684497,0.201070263678,0,46,89,89,891,802,77.92,A0A023I4U3,AF-A0A023I4U3-F1-model_v4,AF_AFA0A023I4U3F1
8JOR,Structure of an acyltransferase involved in mannosylerythritol lipid formation from Pseudozyma tsukubaensis in type A crystal,1.45,0.172,0.1708,42,22,547,569,549,2,91.29,A0A2Z6ERP5,AF-A0A2Z6ERP5-F1-model_v4,AF_AFA0A2Z6ERP5F1
8JWD,Histidine kinase QseE sensor domain of Escherichia coli O157:H7,1.33,0.1457,0.1442,74,2,123,148,475,352,95.06,Q8XA47,AF-Q8XA47-F1-model_v4,AF_AFQ8XA47F1
8K05,Pseudouridine 5'-monophosphate glycosylase from Arabidopsis thaliana -- sulfate bound holoenzyme,1.45,0.2058,0.2056,53,16,306,340,330,24,95.53,Q84K35,AF-Q84K35-F1-model_v4,AF_AFQ84K35F1
8K4I,Crystal structure of YajQ STM0435,1.48,0.1944,0.1935,40,29,163,163,163,0,97.02,Q8ZRC9,AF-Q8ZRC9-F1-model_v4,AF_AFQ8ZRC9F1
8OK3,Structure of the C-terminal domain of the Bdellovibrio bacteriovorus Bd2133 fibre,1.5,0.1508,0.1503,4,59,121,125,1031,910,52.5,Q6ML84,AF-Q6ML84-F1-model_v4,AF_AFQ6ML84F1
8OLJ,Crystal structure of Archaeoglobus fulgidus AfAgo-N protein representing N-L1-L2 domains,1.4,0.1479,0.14458,24,36,233,264,250,17,87.63,A0A075WKW4,AF-A0A075WKW4-F1-model_v4,AF_AFA0A075WKW4F1
8ON4,Structure of the C-terminal domains of the Bdellovibrio bacteriovorus Bd1334 fibre,1.41,0.1725,0.171,3,52,204,239,1151,947,66.05,Q6MNC5,AF-Q6MNC5-F1-model_v4,AF_AFQ6MNC5F1
8PJ7,MLLT3 in complex with compound PFI-6,1.26,0.19876,0.1975,9,49,138,148,568,430,96.44,P42568,AF-P42568-F1-model_v4,AF_AFP42568F1
8QJL,SmNuc1 nuclease from Stenotrophomonas maltophilia,1.4,0.1228,0.1186,61,5,245,254,272,27,96.77,B2FSF8,AF-B2FSF8-F1-model_v4,AF_AFB2FSF8F1
8RG4,Crystal structure of PbFucA from Planctomycetes bacterium K23_9 in P 21 21 21,1.404,0.144,0.1429,37,22,356,373,392,36,97.02,A0A517NMB4,AF-A0A517NMB4-F1-model_v4,AF_AFA0A517NMB4F1
8SL9,Crystal structure of Francisella tularensis HPPK-DHPS in complex with HPPK inhibitor HP-73,1.4,0.1642,0.1641,42,19,422,423,421,1,92.5,Q5NGA7,AF-Q5NGA7-F1-model_v4,AF_AFQ5NGA7F1
8SUC,NHL-2 NHL domain,1.4,0.1601,0.1596,2,48,282,283,1032,750,90.02,Q19818,AF-Q19818-F1-model_v4,AF_AFQ19818F1
8T41,Crystal structure of aminopeptidase N from Mycobacterium tuberculosis,1.45,0.1439,0.14273,46,21,859,867,861,2,95.73,L7N655,AF-L7N655-F1-model_v4,AF_AFL7N655F1
8TJG,Structure of Nei2 from Mycobacterium smegmatis in complex with Zn2+,1.45,0.1629,0.161,26,24,250,260,252,2,96.79,A0QT90,AF-A0QT90-F1-model_v4,AF_AFA0QT90F1
8UDS,"The Crystal Structure of CoxG from M. smegmatis, minus lipid anchoring C-terminus.",1.5,0.1834,0.181,31,52,147,167,231,84,92.2,A0QQG7,AF-A0QQG7-F1-model_v4,AF_AFA0QQG7F1
8V4W,Crystal structure of Campylobacter concisus Csep1,1.4,0.12852,0.12639,68,0,207,207,222,15,49.91,A0A2R4P333,AF-A0A2R4P333-F1-model_v4,AF_AFA0A2R4P333F1
8VKT,Crystallographic structure of dimetalated DapE from Enterococcus faecium,1.398,0.1549,0.1538,34,29,383,402,379,4,96.78,A0A1S8KJG1,AF-A0A1S8KJG1-F1-model_v4,AF_AFA0A1S8KJG1F1
8WC1,A carbohydrate binding domain of a putative pectate lyase,1.3,0.1717,0.171,2,55,151,178,758,607,87.6,A0A2K9P019,AF-A0A2K9P019-F1-model_v4,AF_AFA0A2K9P019F1
8WCF,Crystal structure of EcThsB,1.3,0.1365,0.1357,43,19,160,160,155,5,92.04,A0A4Y8A290,AF-A0A4Y8A290-F1-model_v4,AF_AFA0A4Y8A290F1
8XET,High-resolution structure of the siderophore periplasmic binding protein FtsB from Streptococcus pyogenes,1.11,NA,0.131,42,19,279,283,310,31,95.43,A0A5S4TPK8,AF-A0A5S4TPK8-F1-model_v4,AF_AFA0A5S4TPK8F1
8YEQ,Crystal structure of L7/L12 Ribosomal Protein from Mycobacterium tuberculosis,1.5,0.1674,0.166,46,25,72,171,130,58,86.72,P9WHE3,AF-P9WHE3-F1-model_v4,AF_AFP9WHE3F1
8Z2Y,"High-resolution crystal structure of exo-beta-(1,3)-glucanase from Aspergillus oryzae (AoBgl) as a complex with glucose",1.2,0.1622,0.16101,39,12,382,411,405,23,97.38,Q7Z9L3,AF-Q7Z9L3-F1-model_v4,AF_AFQ7Z9L3F1
8ZQF,Crystal structure of a novel alginate-binding carbohydrate binding module,1.5,0.1831,0.1809,10,39,197,214,905,708,92.84,A0A193KCC3,AF-A0A193KCC3-F1-model_v4,AF_AFA0A193KCC3F1
9AU3,Crystal structure of GenB2 in complex with G418,1.35,0.1401,0.1395,46,15,414,414,414,0,93.79,Q70KE6,AF-Q70KE6-F1-model_v4,AF_AFQ70KE6F1
9C8Z,X-ray crystal structure of Methylorubrum extorquens Eu(III)-bound LanD,1.41,0.1976,0.1968,80,0,60,61,92,32,96.18,C5B159,AF-C5B159-F1-model_v4,AF_AFC5B159F1
9EN5,Crystal structure of yeast E2 Ubiquitin-conjugating enzyme Ubc6 UBC domain,1.33,0.1599,0.1585,41,17,169,178,250,81,97.32,P33296,AF-P33296-F1-model_v4,AF_AFP33296F1
9ETK,Crystal structure of Vibrio cholerae RNase AM,1.48,0.1518,0.1507,40,17,280,291,290,10,95.73,A0A0X1KVZ3,AF-A0A0X1KVZ3-F1-model_v4,AF_AFA0A0X1KVZ3F1
9FCD,CysG(N-16) in complex with SAH from Kitasatospora cystarginea,1.5,0.14721,0.14594,45,23,213,215,228,15,95.78,A0A1W6R556,AF-A0A1W6R556-F1-model_v4,AF_AFA0A1W6R556F1
9K2L,"Crystal structure of Plasmoredoxin, a disulfide oxidoreductase from Plasmodium falciparum crystallized in the presence of Glutathione(GSH)",1.4,0.175,0.1732,42,20,168,212,179,11,93.56,Q8I224,AF-Q8I224-F1-model_v4,AF_AFQ8I224F1
